speaker,content
ボーマ,文句言うな。臭いが分からないだけ増しだろうが。
タチコマ,センサーで解析出来るよお。不快なのかなー？ボーマ君の不快指数68%ー！
ボーマ,うるさいよ。
トグサ,おおっと、何だこりゃ？
バトー,外部からの襲撃に備えて隠しといたんだろう。当たったな。
トグサ,銃が隠してあるのを見つけました。
バトー,この湿気・・・この腐った水の臭い・・・そうだな、確かにここは俺達の戦ったジャングルだ。
トグサ,何独り言言ってんだよ？おいバトー、待てよ！
草薙,トグサ、バトーはどうしてる？電脳通信切ってるぞ。
トグサ,旦那の奴、相当イッちゃってますよ。本気でマルコを殺る気だ。お＃＄％＆￥
草薙,どうした？
9課オペレーター,水道内に敷設してある光ファイバーのワイヤーケーブルが障壁になっている様です。
草薙,チッ。水道局が使っている中継ステーションへ迂回してみろ。
9課オペレーター,了解。
イシカワ,少佐。CIA本部との通信ログからとんでもない物が出てきたぞ。こいつ等最初からマルコを回収するつもりは無いんだ。事故に見せかけ被疑者を排除しろって指示が出てる。そうなんだろ！？バトーの過去を知った上でな！CIAにバトーの記録も残っていた。あいつレンジャー時代にサンセット計画が実行された現場に居合わせていたんだ。
草薙,罠！？
荒巻,貴様ら、我々を使ったな！始めからバトーにマルコを消させるつもりで
ワタナベ,何を仰りたいのか意味が分かりませんねえ。そもそも貴方方のCIAへの不正アクセス自体重大な破壊行為だ。
草薙,イシカワ、こいつを拘束しておけ！後で事情を説明させてやる。バトーの所へ行くわ。
荒巻,急げ！
ワタナベ,別に我々が何かをした訳では無い。これはまだジャングルクルーズが忘れられない時代錯誤で場違いな彼等の戦争なんですよ。
ボーマ,ちっ。
トグサ,押さえたか？
ボーマ,すまん逃がした。
バトー,当てにしてねえよ！
トグサ,待てよ！一人で行くなって！
トグサ,バトー、何処だ？
バトー,マルコー！
バトー,もう終わりにしようぜ。
バトー,終わりだ。
マルコ,殺せ。俺を殺してくれ・・・
バトー,何ぃ？
マルコ,そうだ。そのナイフで俺の皮を剥げ。俺を殺してくれ。
バトー,貴様・・・それでお前は任務から解放されるっていうのか！？甘えるな！
トグサ,撃つな！
マルコ,うぅ・・・
バトー,悪いがな、俺の戦争はとっくに終わってるんだ・・・！
サトウ,帰りのチケットは二人分しかないんだが。
トグサ,ふざけるな！マルコが死体袋じゃなくて悪かったな！おるあ！
バトー,お前、俺が撃つと思ったろ？過去の汚名を晴らそうなんて陳腐な正義感が頭を過ぎってな。ふっ、変えられない過去ならいっそこのまま墓迄持ってくさ。ここは奴のジャングルじゃない。俺達の街だ。そして俺は、警察官だからな。
草薙,今度は一人、救ったじゃない。
トグサ,通信区画か・・・報告書通りか。電源も来てやしない・・・どうしたんだ？君
オンバ,繋ぐんだ・・・今日は、僕が繋ぐんだ・・・
トグサ,おい・・・
マルタ,誰？
トグサ,ん、あ・・・
マルタ,いたわ・・・新しい研修生ね。所長のマルタよ。
トグサ,トグサと言います。
マルタ,駄目でしょ？今はみんなで作業する時間よ。
オンバ,繋ぐんだ・・・今日は、僕が繋ぐ日だよ・・・
トグサ,何です？
マルタ,貴方、電脳を自閉モードにしてる？
トグサ,ええ。
所員A,どけ！
マルタ,注意して。
所員A・B,はい。
オンバ,僕が繋ぐ日だよ・・・
所員A,ああ、そうだな。
所員B,だが今は作業の時間だ。
オンバ,ヴァーチャルシティαに行くよ。はっ！はああ！あっ・・・僕が・・・僕が繋ぐ日だよ・・・僕が繋ぐ日だよ！
トグサ,おい！
所員A,ん・・・？あ・・・あぐ・・・うわっ！
所員B,ぐわあ！
マルタ,あ・・・あの子を捕まえて。早く！
サイボーグ,油断するんじゃない。
マルタ,有難う、助かったわ。
サイボーグ,大丈夫。眠っているだけです。
マルタ,そう・・・
トグサ,なんだったんです？あれ。
マルタ,ここでは外部にネットする事は、職員の立会いの下でしか出来ないルールなの。その上、昨日からここが使えなくなっていたので、ちょっとパニックを起こしたのね。座ったら？
トグサ,はあ・・・
マルタ,あの子は、特に順番やスケジュールなんかの決まり事に対して拘りが強いの。
トグサ,それにしても、ちょっと乱暴な感じですね。
マルタ,電脳閉殻症と言うと、電脳への不適応者の様なイメージが一般には強いけど、本当は相性が良すぎる事が問題なのよ。
トグサ,相性が、良すぎる？
マルタ,ええ。彼等は一旦ネットしたいと思うと、徹底的にそれを持続しようとするの。それが特定の人物だったりすると、意識迄共有しようとして脳潜入を犯したり、逆に相手の攻性防壁に焼かれて死んでしまう事すらあるの。かと思うと、防壁内に閉じこもって一切他人との接触を拒んで、そのまま帰って来られなくなってしまったりとか。ここは、そういった重い症状の子供達が昼間共同で生活をしている区画よ。
トグサ,その様な事故を防ぐ為にネットワークから隔離する必要がある。それが彼等自身を護る事でもある、か・・・確か、そうでしたよね？でも、さっきの少年みたいに、身代わり防壁を飛ばす迄の能力を持っている物ですかね。
マルタ,それは、ここを見て貰えば分かると思うけど。ここはある種の危険地帯なの。電脳閉殻症は知的障害を併発する場合もあるけど、電脳世界に対しては驚く程適正を発揮する場合が少なくないわ。この子達の症状を活かした職業訓練として、防壁迷路のプログラムをして貰っているの。時には優秀な防壁が生まれて、政府の機関に採用されたりする事もあるのよ。独特な組み方をしてある物ばかりなんで。この子達は放って置けば一日中でも飽きずに防壁を組み上げたり解体したりしてるんでしょうね。
マルタ,これで一通りは見て貰えたかしら？
